smiles,isactive
CC1OC2OC3C(OCC(O)C3O)OC(=O)C34CCC(C)(C)CC3C3=CCC5C6(C)CC(O)C(OC7OC(CO)C(O)C(O)C7OC7OCC(OC(=O)CC(C)(O)CC(=O)OC1C(OC1OCC(O)C(O)C1O)C2O)C(O)C7O)C(C)(CO)C6CCC5(C)C3(C)CC4,1
CCC(=O)OC1(C(=O)COC(C)=O)CCC2C3CC(C)C4=CC(=O)C=CC4(C)C3C(O)CC21C,0
COc1cc(N)c(Cl)cc1C(=O)NC1CCN(Cc2ccccc2)CC1,0
COc1cc(C=CC(=O)CC(=O)C=Cc2ccc(O)c(OC)c2)ccc1O,1
CC(n1cnc2cc(Cl)ccc2c1=O)C(O)(Cn1cncn1)c1ccc(F)cc1F,1
COc1cc2oc(-c3ccc(O)c(O)c3)cc(=O)c2c(O)c1O,1
CC1(C(=O)O)CCC2(C)CCC3(C)C4=CC(=O)c5c(cc(O)c(O)c5C=O)C4(C)CCC3(C)C2C1,1
COc1ccc2[nH]cc(CCNC(C)=O)c2c1,0
CCCCOc1cc(C(=O)OCCN(CC)CC)ccc1N.Cl,0
CC1CCN(c2ncnc3ccccc23)CC1.Cl,0
COc1ccc2c(c1)[nH]c1c(C)nccc12.Cl,1
C=CCc1ccc(O)c(-c2cc(CC=C)ccc2O)c1,0
Cc1ccc(Nc2cc(O)nc(O)n2)cc1Cl,0
CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O,0
CC(C)C(=O)c1ccc(O)c(O)c1,0
NS(=O)(=O)C#Cc1ccccc1,0
O=C1C(Cl)=C(Cl)C(=O)c2ccccc21,0
CN(C)CC(=O)Nc1ccc2[nH]c(=O)c3ccccc3c2c1.Cl,0
CC1CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CCC(=O)C(C)(C)C5CCC43C)C2C1C,1
CC12C=CC(=O)C=C1CCC1C2CCC2(C)C1CCC2(C)O,0
O=CC=Cc1ccccc1,0
CC(=O)NCC(=O)NC(CCC(=O)O)C(=O)O,0
